id,address_type,status,entity,adress,appartment,city,postal_code,country,notes,created_at,updated_at
362,Home,Active,Customer,436 Onsgard Parkway,3,West End,V7Y,Canada,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",5/8/2018,7/30/2018
363,Business,Active,Building,52263 Eliot Place,16,San Antonio,52060,Mexico,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,9/24/2018,6/6/2018
364,Business,Inactive,Building,847 Ronald Regan Street,87,Rancho Nuevo,91275,Mexico,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,6/21/2017,1/8/2019
365,Business,Active,Building,7 Dahle Court,15,Independencia,91891,Mexico,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",5/14/2016,5/27/2018
366,Home,Active,Building,8 Nelson Trail,48,San Isidro,60284,Mexico,Sed ante. Vivamus tortor. Duis mattis egestas metus.,4/3/2018,1/12/2019
367,Business,Active,Building,30 Sullivan Place,15,Guadalupe,24400,Mexico,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,5/26/2017,2/24/2019
368,Billing,Active,Building,8 Green Trail,58,Gigante,414009,Colombia,Phasellus in felis. Donec semper sapien a libero. Nam dui.,9/26/2018,1/28/2019
369,Billing,Active,Customer,549 Hayes Alley,5,La Ronge,J9P,Canada,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1/18/2017,9/24/2018
370,Home,Active,Customer,51319 Cherokee Hill,59,Oklahoma City,73179,United States,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",10/18/2016,7/19/2018
371,Home,Active,Customer,245 Texas Circle,40,Hudson Bay,K2J,Canada,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",6/17/2016,1/13/2019
372,Billing,Active,Customer,81000 Briar Crest Lane,29,Ejidal,40160,Mexico,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",11/20/2016,7/21/2018
373,Shipping,Active,Customer,7048 Eggendart Way,22,Gualmatán,524528,Colombia,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",6/23/2017,12/11/2018
374,Shipping,Inactive,Customer,7 Lakeland Terrace,85,Willowdale,M3H,Canada,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,2/14/2017,7/24/2018
375,Home,Active,Customer,80678 Moland Court,32,San Isidro,36450,Mexico,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6/27/2017,7/30/2018
376,Business,Active,Building,2 Independence Pass,85,Havre-Saint-Pierre,H4R,Canada,Phasellus in felis. Donec semper sapien a libero. Nam dui.,9/21/2017,1/9/2019
377,Shipping,Active,Customer,13821 Manitowish Terrace,29,Nanton,L5M,Canada,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1/26/2017,8/21/2018
378,Home,Active,Customer,2 Shasta Pass,31,Morelos,73795,Mexico,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",8/22/2018,2/16/2019
379,Business,Active,Customer,5 Main Parkway,61,Albania,684537,Colombia,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,5/26/2017,11/13/2018
380,Billing,Active,Customer,4 Mifflin Pass,72,Lazaro Cardenas,49274,Mexico,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",3/8/2018,3/6/2018
381,Business,Active,Building,0 Burning Wood Parkway,32,Maicao,442009,Colombia,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,5/17/2017,12/8/2018
382,Billing,Active,Building,36 Parkside Way,90,La Victoria,95603,Mexico,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1/19/2017,3/26/2018
383,Home,Inactive,Building,98 Dawn Park,89,Emiliano Zapata,43645,Mexico,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,6/10/2016,2/15/2019
384,Business,Active,Building,709 Mockingbird Circle,46,Notre-Dame-de-lile-Perrot,H9X,Canada,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,5/5/2018,12/6/2018
385,Billing,Active,Building,42095 Mosinee Way,48,South Bend,46620,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,5/27/2016,11/11/2018
386,Business,Active,Building,303 Towne Park,76,Wilmington,28405,United States,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,5/21/2018,2/5/2019
387,Business,Active,Customer,6 Gale Hill,12,Dayton,45440,United States,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2/17/2018,10/26/2018
388,Shipping,Active,Building,8839 Bunker Hill Way,44,Banff,T1L,Canada,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3/21/2018,12/13/2018
389,Business,Active,Customer,071 Vermont Avenue,55,Oporapa,418008,Colombia,Sed ante. Vivamus tortor. Duis mattis egestas metus.,12/15/2017,11/11/2018
390,Home,Active,Customer,4 6th Parkway,29,San Francisco,95710,Mexico,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",9/30/2016,3/12/2018
391,Shipping,Active,Building,186 Mcguire Point,67,Harrisburg,17126,United States,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",10/25/2018,4/16/2018
392,Billing,Active,Customer,66234 Commercial Court,32,Morelos,54455,Mexico,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",12/4/2017,2/24/2019
393,Home,Active,Building,42806 Monica Court,46,Springfield,22156,United States,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,8/24/2016,6/4/2018
394,Shipping,Active,Customer,17 Eastwood Hill,78,Lexington,40510,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",12/7/2017,4/26/2018
395,Business,Active,Customer,9 7th Point,35,San Jose,95160,United States,In congue. Etiam justo. Etiam pretium iaculis justo.,6/2/2017,5/27/2018
396,Shipping,Inactive,Building,9474 Loeprich Avenue,46,Santa Maria,51009,Mexico,Fusce consequat. Nulla nisl. Nunc nisl.,12/16/2016,4/10/2018
397,Billing,Active,Customer,2963 Hanson Alley,47,Nashville,37240,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,3/23/2017,8/23/2018
398,Business,Active,Building,17949 Service Circle,51,Kansas City,64136,United States,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",9/3/2017,3/7/2019
399,Home,Active,Customer,25598 Thierer Alley,10,Santa Marta,470017,Colombia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8/25/2018,1/31/2019
400,Shipping,Active,Customer,85 Oak Alley,39,Lachute,J8H,Canada,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",8/30/2018,5/6/2018
401,Home,Active,Customer,16 Dottie Circle,90,Pueblo Nuevo,52332,Mexico,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,9/16/2016,8/22/2018
402,Home,Active,Building,89275 Muir Crossing,85,Birmingham,35290,United States,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",9/26/2016,12/28/2018
403,Shipping,Active,Building,829 Pearson Road,61,Tampa,33615,United States,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,8/31/2018,5/14/2018
404,Shipping,Active,Customer,06 Mccormick Park,91,Lincoln,68517,United States,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",10/3/2018,2/14/2019
405,Business,Active,Building,912 Farwell Alley,78,Kingsport,37665,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1/28/2018,12/8/2018
406,Home,Active,Building,4880 Amoth Plaza,52,Richmond,V6Y,Canada,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",4/26/2016,6/11/2018
407,Shipping,Active,Building,067 Lindbergh Hill,25,Burns Lake,M4H,Canada,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,6/27/2018,10/4/2018
408,Business,Active,Building,84 Hansons Road,26,Miami,33169,United States,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",8/5/2016,3/29/2018
409,Billing,Active,Customer,574 Artisan Road,85,Detroit,48211,United States,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",10/24/2017,4/16/2018
410,Billing,Active,Building,4 Hintze Court,16,Mitú,054028,Colombia,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9/28/2017,3/27/2018
411,Shipping,Active,Customer,161 Lakewood Parkway,29,Allentown,18105,United States,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",5/31/2016,5/15/2018
412,Billing,Active,Customer,2523 Bunker Hill Lane,14,Rayside-Balfour,G9T,Canada,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",8/8/2016,1/28/2019
413,Home,Active,Customer,2821 Warbler Court,58,Harrisburg,17110,United States,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,11/24/2018,12/9/2018
414,Business,Active,Customer,239 Arkansas Avenue,12,Oklahoma City,73167,United States,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4/18/2016,11/8/2018
415,Billing,Active,Customer,2 Fuller Junction,71,Pijao,632067,Colombia,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",6/20/2017,4/19/2018
416,Home,Active,Customer,263 Morning Street,59,El Porvenir,93816,Mexico,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",4/10/2017,2/4/2019
417,Home,Active,Building,59 Sugar Circle,12,Barranco de Loba,133518,Colombia,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",7/6/2018,4/9/2018
418,Business,Active,Building,34246 Maryland Pass,71,Weyburn,S4H,Canada,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7/22/2016,3/15/2018
419,Home,Inactive,Building,0 Eggendart Trail,47,Seattle,98148,United States,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4/17/2017,8/16/2018
420,Home,Active,Building,439 Shopko Street,70,Ricardo Flores Magon,93650,Mexico,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,2/5/2017,10/16/2018
421,Billing,Active,Customer,43694 East Pass,65,Santa Maria,51009,Mexico,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,4/2/2017,7/16/2018
422,Billing,Active,Customer,0 Wayridge Pass,16,Wilmington,19805,United States,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",5/18/2018,11/11/2018
423,Billing,Active,Customer,99 Algoma Road,37,Lynchburg,24515,United States,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1/20/2017,1/31/2019
424,Home,Active,Customer,5848 Cherokee Pass,88,Corinto,191569,Colombia,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,10/14/2017,12/19/2018
425,Home,Active,Customer,54 Portage Trail,95,Montréal-Est,J4N,Canada,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,5/20/2017,11/5/2018
426,Business,Active,Building,8 Declaration Center,53,Villanueva,130537,Colombia,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,12/28/2017,3/5/2018
427,Billing,Inactive,Building,0219 La Follette Park,82,New York City,10155,United States,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,11/22/2017,7/21/2018
428,Shipping,Active,Customer,674 Larry Way,82,Guadalupe Victoria,75694,Mexico,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",5/29/2017,7/26/2018
429,Billing,Active,Building,673 Shopko Drive,82,San Jose,33856,Mexico,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",10/16/2016,4/19/2018
430,Billing,Active,Building,94986 Old Gate Place,36,Lewisporte,M2K,Canada,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8/11/2017,3/14/2018
431,Home,Active,Customer,7 Myrtle Way,35,Rochester,14683,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2/9/2018,7/26/2018
432,Business,Active,Building,7 La Follette Hill,54,Alameda,45630,Mexico,Sed ante. Vivamus tortor. Duis mattis egestas metus.,9/19/2016,11/3/2018
433,Billing,Active,Building,101 Vidon Park,26,Athabasca,T9S,Canada,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",8/11/2018,5/14/2018
434,Billing,Active,Customer,419 Barnett Street,34,Saint-André-Avellin,T5Y,Canada,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",6/26/2017,11/5/2018
435,Shipping,Active,Building,28 Bultman Alley,64,Mont-Laurier,J9L,Canada,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,12/18/2018,6/2/2018
436,Billing,Active,Building,4381 Almo Point,75,High Prairie,L8N,Canada,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,9/18/2017,6/30/2018
437,Billing,Active,Building,82666 8th Place,98,Santa Anita,38900,Mexico,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,10/13/2018,2/6/2019
438,Billing,Inactive,Building,5388 Roth Alley,6,Ocala,34479,United States,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,7/26/2017,12/10/2018
439,Home,Active,Customer,4578 Ilene Place,14,Saguenay,G7K,Canada,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3/30/2016,3/11/2019
440,Shipping,Active,Customer,4484 Cordelia Drive,50,Cicuco,132557,Colombia,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1/10/2017,9/21/2018
441,Billing,Active,Building,6133 Moose Crossing,72,Algeciras,413048,Colombia,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",7/3/2018,5/27/2018
442,Home,Active,Customer,7365 Northland Parkway,67,Decatur,30033,United States,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,7/17/2017,11/24/2018
443,Business,Active,Customer,6 Butternut Center,97,Funza,250027,Colombia,In congue. Etiam justo. Etiam pretium iaculis justo.,1/31/2017,11/1/2018
444,Home,Active,Building,99125 Almo Road,21,San Jose,95194,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",9/30/2017,11/1/2018
